Tangra v3.8.0.0
Measurments of 3 objects
F:\Archives 2\Astrophoto\Photométrie\Occultations\2025-07-26 (712) Boliviana occults UCAC4 471-125518\PPS\Light\2025-07-26-0158_3-PPS.ser
UntrackedMeasurement Video (SER.8), Time: Timestamp Saving During Recording (SerEmbeddedUtcTime)


Reversed Gamma, Colour, Measured Band, Integration, Digital Filter, Signal Method, Background Method, Instrumental Delay Corrections, Camera, AAV Integration, First Frame, Last Frame, Reversed Camera Response, Video File Format, Acquisition Delay (ms)
1,00,no,Red,no,NoFilter,AperturePhotometry,AverageBackground,Not Required,TimeBox,,0,2993,,SER,0,0

Object, Type, Aperture, Tolerance, FWHM, Measured, StartingX, StartingY, Fixed
1,OccultedStar,17,23,2,00,NaN,yes,483,0,25,0,no
2,ComparisonStar,17,23,,NaN,yes,486,0,353,0,no
3,ComparisonStar,17,23,,NaN,yes,493,0,737,0,no


FrameNo,Time (UT),Signal (1), Background (1),Signal (2), Background (2),Signal (3), Background (3)
297,[01:57:30.662],700.00,578.00,691.00,695.00,689.00,540.00
298,[01:57:30.703],683.00,521.00,687.00,679.00,676.00,560.00
299,[01:57:30.743],701.00,578.00,689.00,677.00,694.00,578.00
300,[01:57:30.783],694.00,578.00,676.00,683.00,677.00,558.00
301,[01:57:30.823],682.00,578.00,689.00,698.00,669.00,559.00
302,[01:57:30.863],692.00,668.00,678.00,672.00,674.00,578.00
303,[01:57:30.903],695.00,578.00,696.00,683.00,684.00,564.00
304,[01:57:30.943],668.00,664.00,701.00,680.00,701.00,553.00
305,[01:57:30.985],688.00,533.00,707.00,669.00,677.00,567.00
306,[01:57:31.024],27311,21145,32561,32539,38412,31642
307,[01:57:31.064],49924,38425,49314,49192,48437,40034
308,[01:57:31.104],47497,36295,41333,41307,34321,28345
309,[01:57:31.144],690.00,578.00,672.00,700.00,685.00,569.00
310,[01:57:31.184],665.00,578.00,679.00,689.00,674.00,580.00
311,[01:57:31.224],691.00,531.00,694.00,700.00,693.00,578.00
312,[01:57:31.265],675.00,578.00,710.00,694.00,689.00,578.00
313,[01:57:31.304],679.00,578.00,678.00,677.00,703.00,567.00
314,[01:57:31.344],677.00,532.00,689.00,681.00,691.00,578.00
315,[01:57:31.385],679.00,531.00,692.00,681.00,696.00,578.00
316,[01:57:31.425],686.00,578.00,700.00,679.00,693.00,578.00
317,[01:57:31.465],680.00,578.00,677.00,701.00,677.00,578.00
318,[01:57:31.505],676.00,578.00,682.00,698.00,698.00,578.00
319,[01:57:31.545],681.00,578.00,685.00,678.00,683.00,578.00
320,[01:57:31.585],668.00,578.00,681.00,692.00,694.00,563.00
321,[01:57:31.625],687.00,518.00,678.00,681.00,678.00,558.00
322,[01:57:31.666],677.00,532.00,694.00,674.00,694.00,578.00
323,[01:57:31.705],688.00,524.00,688.00,690.00,682.00,565.00
324,[01:57:31.746],688.00,543.00,684.00,679.00,693.00,578.00
325,[01:57:31.786],687.00,525.00,695.00,692.00,685.00,578.00
326,[01:57:31.826],694.00,516.00,690.00,685.00,681.00,578.00
327,[01:57:31.866],697.00,578.00,688.00,686.00,690.00,572.00
328,[01:57:31.906],689.00,578.00,673.00,684.00,698.00,578.00
329,[01:57:31.947],676.00,578.00,684.00,681.00,712.00,578.00
330,[01:57:31.986],698.00,578.00,669.00,674.00,689.00,578.00
331,[01:57:32.026],30875,23801,36024,35912,41701,34305
332,[01:57:32.067],49756,38334,49328,49130,48231,39821
333,[01:57:32.107],44114,33742,37872,38229,31089,25780
334,[01:57:32.147],695.00,544.00,682.00,699.00,670.00,575.00
335,[01:57:32.187],696.00,538.00,686.00,695.00,685.00,571.00
336,[01:57:32.228],685.00,578.00,683.00,684.00,688.00,578.00
337,[01:57:32.267],693.00,530.00,696.00,677.00,687.00,568.00
338,[01:57:32.307],684.00,523.00,695.00,686.00,685.00,578.00
339,[01:57:32.347],674.00,578.00,694.00,676.00,682.00,569.00
340,[01:57:32.387],674.00,522.00,696.00,683.00,688.00,578.00
341,[01:57:32.427],695.00,541.00,680.00,693.00,689.00,578.00
342,[01:57:32.468],681.00,578.00,705.00,680.00,680.00,564.00
343,[01:57:32.509],687.00,578.00,687.00,701.00,679.00,578.00
344,[01:57:32.548],696.00,666.00,678.00,675.00,678.00,558.00
345,[01:57:32.588],697.00,531.00,689.00,676.00,677.00,578.00
346,[01:57:32.628],685.00,673.00,681.00,697.00,697.00,578.00
347,[01:57:32.668],693.00,578.00,683.00,688.00,680.00,578.00
348,[01:57:32.708],679.00,578.00,692.00,684.00,699.00,571.00
349,[01:57:32.749],680.00,675.00,693.00,694.00,696.00,578.00
350,[01:57:32.788],682.00,578.00,685.00,685.00,682.00,578.00
351,[01:57:32.829],696.00,528.00,693.00,683.00,676.00,578.00
352,[01:57:32.869],685.00,523.00,693.00,695.00,682.00,562.00
353,[01:57:32.909],687.00,578.00,700.00,685.00,683.00,567.00
354,[01:57:32.949],696.00,578.00,692.00,681.00,687.00,578.00
355,[01:57:32.989],691.00,529.00,700.00,684.00,691.00,578.00
356,[01:57:33.029],34198,26374,39164,39423,44942,36963
357,[01:57:33.069],49886,38252,49205,49233,48501,39869
358,[01:57:33.109],39588,30292,33627,33618,26555,22053
359,[01:57:33.149],665.00,578.00,680.00,688.00,686.00,578.00
360,[01:57:33.189],680.00,578.00,685.00,692.00,687.00,578.00
361,[01:57:33.230],673.00,669.00,677.00,683.00,675.00,578.00
362,[01:57:33.270],677.00,528.00,692.00,676.00,690.00,569.00
363,[01:57:33.310],672.00,525.00,677.00,683.00,692.00,578.00
364,[01:57:33.350],687.00,530.00,712.00,687.00,681.00,563.00
365,[01:57:33.390],672.00,578.00,675.00,677.00,693.00,558.00
366,[01:57:33.430],685.00,578.00,702.00,681.00,689.00,578.00
367,[01:57:33.470],668.00,578.00,689.00,686.00,689.00,557.00
368,[01:57:33.510],693.00,578.00,684.00,689.00,682.00,566.00
369,[01:57:33.551],697.00,529.00,679.00,684.00,675.00,578.00
370,[01:57:33.591],690.00,528.00,687.00,686.00,691.00,578.00
371,[01:57:33.631],689.00,578.00,685.00,678.00,700.00,578.00
372,[01:57:33.671],691.00,673.00,684.00,691.00,683.00,556.00
373,[01:57:33.711],683.00,524.00,670.00,692.00,684.00,561.00
374,[01:57:33.751],678.00,540.00,681.00,675.00,689.00,578.00
375,[01:57:33.791],675.00,533.00,670.00,687.00,687.00,578.00
376,[01:57:33.831],694.00,539.00,697.00,667.00,702.00,558.00
377,[01:57:33.871],688.00,538.00,695.00,693.00,682.00,559.00
378,[01:57:33.911],680.00,672.00,681.00,690.00,693.00,578.00
379,[01:57:33.951],686.00,578.00,680.00,680.00,668.00,578.00
380,[01:57:33.992],698.00,578.00,690.00,688.00,678.00,578.00
381,[01:57:34.032],37584,28921,42603,42625,48128,39739
382,[01:57:34.072],49859,38219,49294,49199,48529,40051
383,[01:57:34.112],37527,28502,31475,31495,24649,20470
384,[01:57:34.153],689.00,578.00,684.00,687.00,684.00,578.00
385,[01:57:34.193],697.00,578.00,673.00,676.00,681.00,578.00
386,[01:57:34.232],680.00,578.00,702.00,679.00,690.00,578.00
387,[01:57:34.272],673.00,530.00,677.00,688.00,672.00,569.00
388,[01:57:34.313],682.00,521.00,681.00,683.00,672.00,578.00
389,[01:57:34.353],688.00,515.00,680.00,683.00,683.00,563.00
390,[01:57:34.393],695.00,535.00,691.00,695.00,688.00,578.00
391,[01:57:34.433],698.00,578.00,699.00,693.00,684.00,578.00
392,[01:57:34.473],696.00,517.00,692.00,681.00,690.00,578.00
393,[01:57:34.513],687.00,672.00,678.00,697.00,683.00,578.00
394,[01:57:34.553],701.00,525.00,685.00,678.00,671.00,578.00
395,[01:57:34.593],694.00,521.00,678.00,686.00,672.00,561.00
396,[01:57:34.634],687.00,578.00,698.00,688.00,691.00,556.00
397,[01:57:34.674],691.00,524.00,684.00,687.00,684.00,571.00
398,[01:57:34.714],689.00,525.00,689.00,686.00,684.00,578.00
399,[01:57:34.754],689.00,671.00,692.00,689.00,689.00,564.00
400,[01:57:34.794],692.00,667.00,703.00,688.00,680.00,578.00
401,[01:57:34.835],664.00,529.00,683.00,689.00,690.00,578.00
402,[01:57:34.874],679.00,519.00,681.00,687.00,681.00,578.00
403,[01:57:34.915],681.00,533.00,682.00,686.00,696.00,578.00
404,[01:57:34.954],674.00,523.00,689.00,686.00,690.00,578.00
405,[01:57:34.994],701.00,578.00,692.00,691.00,3608.0,2828.0
406,[01:57:35.035],40800,31478,45884,45762,48373,39933
407,[01:57:35.075],49859,38170,49300,49294,48318,39900
408,[01:57:35.115],32956,25024,26961,27017,20202,16777
409,[01:57:35.155],682.00,578.00,691.00,679.00,697.00,578.00
410,[01:57:35.195],667.00,524.00,693.00,694.00,690.00,578.00
411,[01:57:35.235],687.00,578.00,670.00,681.00,686.00,565.00
412,[01:57:35.275],712.00,578.00,685.00,698.00,686.00,575.00
413,[01:57:35.315],674.00,578.00,684.00,671.00,691.00,578.00
414,[01:57:35.355],668.00,578.00,687.00,666.00,687.00,578.00
415,[01:57:35.396],686.00,522.00,684.00,690.00,672.00,578.00
416,[01:57:35.435],681.00,578.00,684.00,677.00,697.00,570.00
417,[01:57:35.476],674.00,535.00,677.00,677.00,688.00,578.00
418,[01:57:35.516],693.00,527.00,671.00,690.00,696.00,578.00
419,[01:57:35.556],689.00,535.00,687.00,683.00,678.00,578.00
420,[01:57:35.596],689.00,526.00,692.00,687.00,689.00,578.00
421,[01:57:35.636],681.00,578.00,694.00,688.00,668.00,578.00
422,[01:57:35.677],684.00,524.00,678.00,679.00,687.00,578.00
423,[01:57:35.716],694.00,532.00,689.00,688.00,685.00,569.00
424,[01:57:35.757],695.00,530.00,692.00,686.00,678.00,578.00
425,[01:57:35.797],704.00,531.00,700.00,680.00,693.00,578.00
426,[01:57:35.837],682.00,578.00,691.00,693.00,701.00,578.00
427,[01:57:35.877],683.00,525.00,691.00,683.00,690.00,578.00
428,[01:57:35.917],689.00,535.00,694.00,680.00,669.00,564.00
429,[01:57:35.957],679.00,578.00,684.00,687.00,684.00,563.00
430,[01:57:35.997],694.00,530.00,661.00,774.00,6835.0,5561.0
431,[01:57:36.037],44236,34043,49188,49149,48323,40037
432,[01:57:36.077],49721,38170,49145,49116,48286,39811
433,[01:57:36.118],30703,23521,25056,24952,18197,18327
434,[01:57:36.158],669.00,524.00,698.00,688.00,679.00,557.00
435,[01:57:36.198],689.00,578.00,680.00,691.00,702.00,578.00
436,[01:57:36.238],687.00,578.00,693.00,696.00,674.00,578.00
437,[01:57:36.278],680.00,667.00,693.00,679.00,694.00,561.00
438,[01:57:36.319],682.00,578.00,679.00,675.00,691.00,578.00
439,[01:57:36.358],679.00,578.00,692.00,691.00,682.00,569.00
440,[01:57:36.399],673.00,530.00,675.00,681.00,680.00,565.00
441,[01:57:36.438],700.00,578.00,687.00,680.00,701.00,562.00
442,[01:57:36.479],695.00,578.00,686.00,700.00,681.00,578.00
443,[01:57:36.519],695.00,539.00,696.00,687.00,667.00,578.00
444,[01:57:36.559],687.00,578.00,690.00,682.00,687.00,578.00
445,[01:57:36.599],689.00,578.00,703.00,700.00,674.00,558.00
446,[01:57:36.639],681.00,578.00,683.00,679.00,668.00,559.00
447,[01:57:36.679],697.00,578.00,678.00,681.00,686.00,578.00
448,[01:57:36.719],690.00,578.00,684.00,683.00,704.00,562.00
449,[01:57:36.759],698.00,533.00,690.00,687.00,688.00,578.00
450,[01:57:36.800],693.00,536.00,683.00,668.00,691.00,578.00
451,[01:57:36.839],679.00,524.00,674.00,687.00,689.00,578.00
452,[01:57:36.880],674.00,578.00,690.00,693.00,687.00,569.00
453,[01:57:36.920],695.00,578.00,682.00,672.00,673.00,578.00
454,[01:57:36.960],694.00,578.00,692.00,679.00,675.00,578.00
455,[01:57:37.000],678.00,531.00,3800.0,3788.0,10040,10011
456,[01:57:37.040],47611,36695,49199,49237,48477,39824
457,[01:57:37.080],49742,38305,49086,49231,48402,39876
458,[01:57:37.120],26193,19997,20471,20508,13860,11504
459,[01:57:37.160],695.00,528.00,685.00,687.00,687.00,574.00
460,[01:57:37.201],692.00,536.00,682.00,700.00,676.00,558.00
461,[01:57:37.240],669.00,519.00,705.00,673.00,686.00,578.00
462,[01:57:37.280],687.00,668.00,695.00,684.00,671.00,566.00
463,[01:57:37.321],697.00,532.00,686.00,665.00,687.00,578.00
464,[01:57:37.361],679.00,551.00,676.00,683.00,694.00,578.00
465,[01:57:37.401],687.00,578.00,687.00,700.00,675.00,578.00
466,[01:57:37.442],686.00,578.00,693.00,693.00,694.00,564.00
467,[01:57:37.481],679.00,578.00,694.00,671.00,694.00,578.00
468,[01:57:37.521],675.00,578.00,678.00,694.00,675.00,578.00
469,[01:57:37.562],678.00,578.00,679.00,695.00,690.00,578.00
470,[01:57:37.602],692.00,578.00,676.00,693.00,697.00,556.00
471,[01:57:37.642],680.00,534.00,679.00,673.00,685.00,578.00
472,[01:57:37.682],691.00,578.00,701.00,698.00,688.00,569.00
473,[01:57:37.722],684.00,578.00,686.00,666.00,684.00,578.00
474,[01:57:37.762],684.00,669.00,688.00,676.00,685.00,564.00
475,[01:57:37.803],676.00,531.00,670.00,704.00,669.00,578.00
476,[01:57:37.842],691.00,531.00,674.00,672.00,688.00,578.00
477,[01:57:37.883],692.00,578.00,691.00,682.00,670.00,569.00
478,[01:57:37.922],674.00,533.00,667.00,691.00,683.00,578.00
479,[01:57:37.962],688.00,578.00,678.00,694.00,691.00,578.00
480,[01:57:38.003],1640.0,1799.0,7135.0,7125.0,13411,10959
481,[01:57:38.043],49914,38330,49226,49428,48459,39848
482,[01:57:38.083],49779,38296,49154,49065,48330,39828
483,[01:57:38.123],24317,18502,18490,18349,11671,9763.0
484,[01:57:38.163],683.00,578.00,691.00,689.00,686.00,571.00
485,[01:57:38.203],687.00,527.00,703.00,680.00,698.00,578.00
486,[01:57:38.243],702.00,670.00,697.00,688.00,680.00,578.00
487,[01:57:38.284],684.00,578.00,692.00,678.00,676.00,578.00
488,[01:57:38.323],684.00,578.00,690.00,683.00,684.00,562.00
489,[01:57:38.364],669.00,578.00,680.00,674.00,691.00,578.00
490,[01:57:38.404],668.00,578.00,683.00,696.00,689.00,578.00
491,[01:57:38.444],691.00,578.00,684.00,692.00,702.00,578.00
492,[01:57:38.484],679.00,530.00,695.00,694.00,682.00,565.00
493,[01:57:38.524],694.00,673.00,682.00,682.00,684.00,578.00
494,[01:57:38.565],693.00,535.00,686.00,675.00,680.00,578.00
495,[01:57:38.604],688.00,578.00,687.00,679.00,682.00,578.00
496,[01:57:38.645],697.00,578.00,683.00,673.00,673.00,578.00
497,[01:57:38.684],711.00,578.00,690.00,692.00,682.00,578.00
498,[01:57:38.725],678.00,519.00,684.00,693.00,688.00,561.00
499,[01:57:38.765],696.00,578.00,692.00,677.00,681.00,578.00
500,[01:57:38.805],676.00,578.00,680.00,687.00,691.00,578.00
501,[01:57:38.845],694.00,542.00,692.00,679.00,691.00,578.00
502,[01:57:38.885],689.00,578.00,688.00,696.00,694.00,566.00
503,[01:57:38.925],675.00,532.00,683.00,681.00,695.00,578.00
504,[01:57:38.966],678.00,532.00,674.00,672.00,696.00,568.00
505,[01:57:39.005],4966.0,3975.0,10403,10424,16625,13586
506,[01:57:39.045],49644,38222,49297,49207,48283,39882
507,[01:57:39.086],49722,38259,49121,49316,48283,39879
508,[01:57:39.126],20911,15960,15121,15147,8658.0,8435.0
509,[01:57:39.166],689.00,530.00,688.00,689.00,686.00,558.00
510,[01:57:39.206],685.00,578.00,666.00,686.00,694.00,563.00
511,[01:57:39.247],693.00,535.00,670.00,677.00,688.00,578.00
512,[01:57:39.286],691.00,578.00,680.00,690.00,674.00,578.00
513,[01:57:39.326],687.00,578.00,682.00,686.00,671.00,556.00
514,[01:57:39.366],684.00,578.00,695.00,684.00,700.00,570.00
515,[01:57:39.406],693.00,532.00,687.00,684.00,681.00,571.00
516,[01:57:39.447],686.00,670.00,670.00,714.00,686.00,578.00
517,[01:57:39.487],706.00,525.00,678.00,679.00,698.00,557.00
518,[01:57:39.527],691.00,578.00,684.00,678.00,689.00,578.00
519,[01:57:39.567],694.00,524.00,683.00,683.00,706.00,578.00
520,[01:57:39.607],688.00,578.00,689.00,686.00,684.00,578.00
521,[01:57:39.647],706.00,526.00,690.00,687.00,695.00,571.00
522,[01:57:39.687],690.00,578.00,692.00,689.00,684.00,557.00
523,[01:57:39.728],678.00,578.00,683.00,691.00,691.00,564.00
524,[01:57:39.768],691.00,578.00,680.00,689.00,684.00,561.00
525,[01:57:39.808],705.00,578.00,696.00,686.00,690.00,578.00
526,[01:57:39.848],678.00,674.00,689.00,681.00,685.00,578.00
527,[01:57:39.888],683.00,578.00,678.00,688.00,680.00,571.00
528,[01:57:39.928],673.00,524.00,691.00,684.00,685.00,578.00
529,[01:57:39.968],674.00,514.00,674.00,684.00,685.00,578.00
530,[01:57:40.008],8317.0,6579.0,13722,13716,19843,16234
531,[01:57:40.048],49688,38289,49426,49229,48439,39984
532,[01:57:40.088],49842,38174,49012,49320,48358,40034
533,[01:57:40.128],17479,13352,11925,11849,5366.0,5421.0
534,[01:57:40.168],699.00,578.00,695.00,687.00,700.00,578.00
535,[01:57:40.209],692.00,578.00,676.00,688.00,702.00,578.00
536,[01:57:40.249],689.00,578.00,689.00,681.00,670.00,552.00
537,[01:57:40.289],685.00,578.00,686.00,685.00,689.00,578.00
538,[01:57:40.329],690.00,519.00,698.00,683.00,681.00,578.00
539,[01:57:40.369],685.00,578.00,705.00,670.00,678.00,578.00
540,[01:57:40.409],690.00,578.00,690.00,700.00,689.00,563.00
541,[01:57:40.450],682.00,523.00,686.00,687.00,678.00,570.00
542,[01:57:40.489],682.00,578.00,686.00,673.00,685.00,578.00
543,[01:57:40.530],685.00,578.00,694.00,689.00,677.00,578.00
544,[01:57:40.569],687.00,535.00,674.00,682.00,686.00,563.00
545,[01:57:40.610],697.00,536.00,675.00,684.00,669.00,578.00
546,[01:57:40.650],692.00,578.00,676.00,704.00,696.00,564.00
547,[01:57:40.690],697.00,532.00,684.00,663.00,685.00,578.00
548,[01:57:40.730],685.00,540.00,697.00,688.00,690.00,578.00
549,[01:57:40.770],690.00,526.00,680.00,702.00,682.00,561.00
550,[01:57:40.811],693.00,578.00,680.00,694.00,681.00,578.00
551,[01:57:40.851],684.00,578.00,688.00,685.00,683.00,552.00
552,[01:57:40.891],674.00,524.00,695.00,683.00,689.00,578.00
553,[01:57:40.931],678.00,578.00,693.00,683.00,680.00,578.00
554,[01:57:40.971],695.00,578.00,693.00,685.00,694.00,578.00
555,[01:57:41.011],11649,11884,17070,17076,23152,18972
556,[01:57:41.051],49787,38436,49174,49258,48476,39983
557,[01:57:41.091],49711,38224,49227,49125,48495,39898
558,[01:57:41.131],14305,10801,8575.0,8621.0,2198.0,1899.0
559,[01:57:41.171],681.00,531.00,679.00,677.00,689.00,578.00
560,[01:57:41.211],676.00,671.00,691.00,692.00,681.00,578.00
561,[01:57:41.251],674.00,660.00,679.00,670.00,696.00,578.00
562,[01:57:41.292],688.00,535.00,689.00,689.00,681.00,572.00
563,[01:57:41.332],707.00,671.00,680.00,694.00,694.00,578.00
564,[01:57:41.372],702.00,578.00,688.00,680.00,687.00,578.00
565,[01:57:41.412],687.00,533.00,686.00,694.00,693.00,566.00
566,[01:57:41.452],703.00,578.00,680.00,660.00,682.00,578.00
567,[01:57:41.492],687.00,536.00,676.00,692.00,688.00,578.00
568,[01:57:41.533],683.00,578.00,697.00,666.00,677.00,568.00
569,[01:57:41.572],674.00,578.00,686.00,692.00,679.00,578.00
570,[01:57:41.613],685.00,535.00,670.00,688.00,681.00,553.00
571,[01:57:41.653],686.00,535.00,668.00,710.00,681.00,578.00
572,[01:57:41.693],683.00,523.00,677.00,694.00,687.00,578.00
573,[01:57:41.733],679.00,519.00,685.00,683.00,670.00,578.00
574,[01:57:41.773],687.00,540.00,661.00,684.00,680.00,566.00
575,[01:57:41.814],684.00,511.00,681.00,697.00,684.00,578.00
576,[01:57:41.853],685.00,578.00,676.00,689.00,679.00,578.00
577,[01:57:41.894],685.00,578.00,689.00,688.00,692.00,566.00
578,[01:57:41.933],686.00,578.00,674.00,689.00,676.00,578.00
579,[01:57:41.973],690.00,578.00,703.00,682.00,685.00,578.00
580,[01:57:42.014],14981,11733,20348,20417,26434,21570
581,[01:57:42.054],49942,38311,49335,49029,48517,39966
582,[01:57:42.094],49777,38219,49079,49085,46757,38657
583,[01:57:42.135],10951,8269.0,5327.0,5349.0,701.00,560.00
584,[01:57:42.174],675.00,522.00,669.00,689.00,673.00,578.00
585,[01:57:42.214],687.00,578.00,685.00,687.00,690.00,578.00
586,[01:57:42.254],678.00,667.00,684.00,684.00,691.00,578.00
587,[01:57:42.295],691.00,659.00,688.00,690.00,694.00,562.00
588,[01:57:42.335],691.00,578.00,690.00,680.00,688.00,571.00
589,[01:57:42.375],687.00,513.00,676.00,687.00,690.00,578.00
590,[01:57:42.415],693.00,532.00,683.00,683.00,669.00,578.00
591,[01:57:42.455],673.00,578.00,699.00,685.00,688.00,578.00
592,[01:57:42.495],683.00,536.00,672.00,688.00,685.00,578.00
593,[01:57:42.535],705.00,675.00,701.00,686.00,693.00,578.00
594,[01:57:42.575],701.00,578.00,683.00,681.00,679.00,561.00
595,[01:57:42.615],668.00,578.00,689.00,684.00,686.00,578.00
596,[01:57:42.655],680.00,675.00,695.00,666.00,687.00,578.00
597,[01:57:42.696],676.00,521.00,691.00,691.00,674.00,554.00
598,[01:57:42.735],685.00,673.00,694.00,685.00,689.00,550.00
599,[01:57:42.776],687.00,531.00,663.00,675.00,679.00,578.00
600,[01:57:42.817],669.00,578.00,669.00,683.00,682.00,578.00
601,[01:57:42.856],691.00,578.00,702.00,686.00,676.00,578.00
602,[01:57:42.897],681.00,578.00,689.00,675.00,690.00,578.00
603,[01:57:42.936],693.00,578.00,681.00,708.00,669.00,578.00
604,[01:57:42.976],663.00,578.00,687.00,677.00,686.00,565.00
605,[01:57:43.017],18400,14323,23723,23755,29639,24424
606,[01:57:43.056],49914,38347,49283,49343,48568,39777
607,[01:57:43.097],49975,38212,49245,49220,43477,36120
608,[01:57:43.136],7652.0,5760.0,2092.0,2023.0,686.00,578.00
609,[01:57:43.177],683.00,578.00,676.00,683.00,666.00,578.00
610,[01:57:43.217],690.00,667.00,679.00,678.00,689.00,578.00
611,[01:57:43.257],686.00,524.00,683.00,692.00,677.00,560.00
612,[01:57:43.298],670.00,525.00,687.00,679.00,682.00,571.00
613,[01:57:43.337],689.00,531.00,671.00,683.00,680.00,561.00
614,[01:57:43.378],686.00,578.00,678.00,687.00,681.00,565.00
615,[01:57:43.418],663.00,535.00,696.00,663.00,677.00,569.00
616,[01:57:43.457],692.00,578.00,689.00,684.00,683.00,578.00
617,[01:57:43.498],688.00,670.00,673.00,690.00,680.00,578.00
618,[01:57:43.538],680.00,578.00,687.00,672.00,699.00,578.00
619,[01:57:43.578],679.00,578.00,682.00,680.00,683.00,578.00
620,[01:57:43.618],710.00,578.00,685.00,685.00,681.00,578.00
621,[01:57:43.658],683.00,578.00,687.00,692.00,684.00,575.00
622,[01:57:43.698],694.00,522.00,669.00,691.00,685.00,578.00
623,[01:57:43.738],688.00,523.00,683.00,694.00,682.00,567.00
624,[01:57:43.779],685.00,578.00,687.00,675.00,685.00,562.00
625,[01:57:43.819],690.00,578.00,693.00,682.00,694.00,578.00
626,[01:57:43.859],695.00,578.00,678.00,680.00,676.00,578.00
627,[01:57:43.899],694.00,541.00,686.00,677.00,669.00,578.00
628,[01:57:43.939],683.00,519.00,675.00,690.00,689.00,578.00
629,[01:57:43.979],695.00,578.00,696.00,703.00,683.00,570.00
630,[01:57:44.019],21844,17017,27024,27071,33059,27114
631,[01:57:44.060],49776,38281,49234,49114,48225,39765
632,[01:57:44.100],49759,38292,46273,46174,39048,32440
633,[01:57:44.139],3108.0,2270.0,696.00,689.00,672.00,576.00
634,[01:57:44.179],680.00,527.00,692.00,700.00,688.00,578.00
635,[01:57:44.220],691.00,578.00,686.00,697.00,698.00,557.00
636,[01:57:44.260],684.00,520.00,661.00,704.00,693.00,567.00
637,[01:57:44.300],692.00,673.00,682.00,672.00,696.00,563.00
638,[01:57:44.340],690.00,578.00,683.00,678.00,685.00,578.00
639,[01:57:44.381],695.00,531.00,695.00,681.00,685.00,578.00
640,[01:57:44.420],684.00,522.00,689.00,692.00,687.00,578.00
641,[01:57:44.460],693.00,519.00,686.00,684.00,677.00,578.00
642,[01:57:44.500],698.00,539.00,691.00,691.00,704.00,561.00
643,[01:57:44.541],692.00,534.00,681.00,683.00,688.00,578.00
644,[01:57:44.581],690.00,535.00,681.00,688.00,683.00,563.00
645,[01:57:44.621],700.00,578.00,673.00,680.00,700.00,578.00
646,[01:57:44.661],679.00,534.00,691.00,681.00,689.00,578.00
647,[01:57:44.701],681.00,527.00,678.00,666.00,672.00,578.00
648,[01:57:44.741],678.00,578.00,684.00,672.00,663.00,578.00
649,[01:57:44.781],673.00,578.00,679.00,689.00,686.00,578.00
650,[01:57:44.821],678.00,578.00,674.00,666.00,695.00,564.00
651,[01:57:44.861],697.00,528.00,688.00,694.00,679.00,578.00
652,[01:57:44.902],680.00,527.00,695.00,680.00,677.00,578.00
653,[01:57:44.942],683.00,531.00,671.00,679.00,682.00,575.00
654,[01:57:44.982],690.00,578.00,692.00,686.00,689.00,568.00
655,[01:57:45.022],25211,19587,30483,30430,36404,29782
656,[01:57:45.062],49794,38331,49379,49283,48456,39977
657,[01:57:45.102],49470,38304,44159,44012,36960,30729
658,[01:57:45.142],1120.0,734.00,702.00,686.00,695.00,578.00
659,[01:57:45.182],677.00,521.00,683.00,688.00,684.00,578.00
660,[01:57:45.222],698.00,578.00,693.00,696.00,688.00,578.00
661,[01:57:45.263],691.00,526.00,696.00,683.00,699.00,569.00
662,[01:57:45.303],677.00,530.00,676.00,684.00,683.00,568.00
663,[01:57:45.343],686.00,578.00,697.00,681.00,690.00,578.00
664,[01:57:45.383],691.00,522.00,688.00,675.00,672.00,568.00
665,[01:57:45.423],673.00,670.00,683.00,680.00,690.00,558.00
666,[01:57:45.464],687.00,578.00,683.00,694.00,683.00,578.00
667,[01:57:45.503],678.00,524.00,682.00,681.00,688.00,578.00
668,[01:57:45.543],685.00,578.00,697.00,670.00,685.00,572.00
669,[01:57:45.583],695.00,529.00,679.00,701.00,686.00,578.00
670,[01:57:45.623],705.00,578.00,683.00,678.00,680.00,578.00
671,[01:57:45.663],684.00,578.00,685.00,684.00,687.00,578.00
672,[01:57:45.704],672.00,578.00,675.00,679.00,681.00,578.00
673,[01:57:45.744],702.00,533.00,674.00,685.00,682.00,578.00
674,[01:57:45.784],683.00,578.00,688.00,676.00,682.00,576.00
675,[01:57:45.824],677.00,519.00,677.00,678.00,683.00,560.00
676,[01:57:45.864],690.00,578.00,682.00,680.00,675.00,570.00
677,[01:57:45.904],693.00,578.00,683.00,678.00,688.00,578.00
678,[01:57:45.944],679.00,534.00,706.00,690.00,678.00,569.00
679,[01:57:45.984],687.00,535.00,691.00,694.00,681.00,563.00
680,[01:57:46.025],28565,22046,33753,33716,39532,32628
681,[01:57:46.065],49858,38157,49185,49089,48527,48308
682,[01:57:46.105],45659,35085,39691,39741,32638,27101
683,[01:57:46.145],689.00,527.00,701.00,696.00,694.00,566.00
684,[01:57:46.186],687.00,578.00,677.00,688.00,692.00,578.00
685,[01:57:46.225],680.00,526.00,691.00,682.00,695.00,560.00
686,[01:57:46.265],692.00,578.00,671.00,681.00,673.00,578.00
687,[01:57:46.305],681.00,528.00,691.00,696.00,678.00,555.00
688,[01:57:46.345],688.00,533.00,686.00,675.00,677.00,578.00
689,[01:57:46.385],689.00,578.00,688.00,697.00,675.00,578.00
